Learning rate;Beta;Layers;dropout;F-mesure
0.190044388693;0.196895669916;[86, 44];1.0;0.61772454
0.157586556617;0.0772002748263;[45, 41, 37];0.8;0.6128845
0.254596270752;0.0682956055009;[24, 12];0.9;0.5839858
0.166144045436;0.150897662787;[45, 24, 15];0.9;0.58044475
0.124378547559;0.231563670451;[98, 85];0.8;0.5694729
0.112353245262;0.0866245465788;[101, 72, 39];0.7;0.50578326
0.182098769447;0.103863625095;[98, 68];0.6;0.49937534
0.0165013950498;0.423964023803;[115, 101];0.7;0.49351373
0.201686137513;0.0584115177405;[87, 32];0.7;0.49201426
0.730523299473;0.0169324868178;[131, 101, 6];0.7;0.47645468
0.0912268275312;0.0589074181535;[138, 23];0.5;0.46920475
0.271117815516;0.119979613192;[127, 52];0.7;0.4657894
0.144741766548;0.118287544641;[94, 93];0.7;0.46085525
0.0314560693889;0.227150606384;[131, 96, 44];0.9;0.46045446
0.168134202911;0.0965422566967;[78, 17];0.6;0.45451173
0.0582795835951;0.114266089894;[98, 81, 35];0.5;0.44971696
0.250048260043;0.13225751014;[12, 5, 5];1.0;0.44654846
0.0684361249785;0.074620901941;[23, 13];1.0;0.43170509338378904
0.197529797642;0.0413156783596;[42, 34];0.5;0.4281071
0.0607698098531;0.148370376238;[24, 9];0.6;0.42618093490600584
0.443897322433;0.00722865476558;[68, 46, 27];0.8;0.4207161
0.0606985742592;0.253538651335;[135, 47, 31];1.0;0.4143503487110138
0.546329300183;0.0108227546848;[58, 7, 7];0.8;0.41240367
0.0355881984079;0.136027496437;[90, 51, 17];0.7;0.411833
0.180032943778;0.014062046989;[29, 21];0.8;0.40837914
0.300080405381;0.0417146693098;[69, 30, 5];0.9;0.40607637
0.0800681950971;0.0536941235494;[87, 18];0.8;0.40418133
0.180657409128;0.0463154443345;[46, 33];0.9;0.3993929
0.661040150917;0.0100731838604;[72, 9];1.0;0.3892044
0.252022610811;0.089853254573;[81, 64, 39];0.6;0.38725212
0.495535594408;0.0119798910089;[26, 19, 16];0.6;0.38671383
0.259211463793;0.03863057953;[78, 38];1.0;0.38501233
0.0981397385734;0.109860463241;[90, 44, 31];1.0;0.38395470976829527
0.0786483922829;0.0495694742874;[75, 27, 26];0.8;0.38311265110969545
0.0819036543373;0.0455157379183;[11, 9];0.6;0.3795979917049408
0.44084557781;0.00780716390766;[122, 87, 50];0.9;0.3760779
0.0944274709595;0.0806648546979;[55, 36, 18];0.7;0.3744902014732361
0.232169705064;0.0250103008463;[59, 28, 20];0.8;0.3699627935886383
0.530615347588;0.0174472586491;[64, 58];0.6;0.3638912
0.315370894502;0.0318244596589;[110, 75];0.8;0.3605855
0.45219620095;0.0115644050965;[15, 4];0.8;0.3602190375328064
0.491873219282;0.00819262266927;[49, 22];1.0;0.3596274971961975
0.480193215449;0.00761309693586;[34, 11, 4];0.5;0.3565343
0.427889918399;0.0717150943182;[29, 15];0.7;0.35235915
0.28209346839;0.009398410547;[27, 11, 10];0.5;0.35109689831733704
0.236548357249;0.0300875882425;[93, 64];0.9;0.3471692383289337
0.0124516082269;0.770182718265;[55, 23];0.6;0.3434286
0.480052116051;0.0128591336863;[140, 7, 6];0.6;0.342645651102066
0.756628884871;0.0089888159965;[45, 16];1.0;0.3422485888004303
0.684402652739;0.0239192588904;[65, 44];1.0;0.3422485888004303
0.60025167008;0.0142880622308;[111, 24, 17];0.8;0.34160959124565127
0.154789505459;0.0263934979418;[59, 49, 35];0.7;0.3398739695549011
0.509943145075;0.0043345921045;[8, 8];0.6;0.3337928831577301
0.371315705552;0.18751302137;[81, 66, 42];0.8;0.3328320741653442
0.648065943573;0.0135196118025;[127, 52, 6];0.9;0.3237986385822296
0.10820588393;0.0354300965814;[97, 36];0.8;0.3237463
0.0427675220493;0.129537698775;[83, 70, 62];1.0;0.3183861017227173
0.439124279746;0.00399409113655;[30, 10, 6];0.6;0.31687674
0.0144248270958;0.509596692803;[56, 48];0.8;0.31361073
0.0112516663598;0.938750423498;[93, 61];0.7;0.3096939265727997
0.0674253472837;0.235624912037;[125, 67];0.6;0.30890684127807616
0.0718133780719;0.0724776450276;[14, 8, 8];0.7;0.3084862887859344
0.406019093393;0.00483113052772;[32, 30, 22];0.8;0.30465652942657473
0.137522507408;0.0147397258667;[47, 29, 7];1.0;0.3019757211208344
0.209063779988;0.00354055103243;[78, 13, 9];0.9;0.28902152
0.239560002403;0.00649833992335;[61, 11];0.9;0.2860276520252228
0.044773502959;0.0760652692001;[45, 23, 13];0.6;0.28352118
0.0731523271925;0.246716366123;[77, 20, 19];0.9;0.2782514402642846
0.0193488911896;0.314158188557;[113, 63];0.7;0.2766413
0.609075896574;0.0159234554764;[41, 16];0.7;0.27198592
0.110807175006;0.018269061101;[121, 11, 4];0.9;0.264110392332077
0.767824619062;0.0122867946607;[90, 75, 64];1.0;0.2632975824177265
0.100967322874;0.035230832248;[86, 60];0.5;0.26201136112213136
0.109752928585;0.00764679466017;[30, 10, 10];1.0;0.2611119
0.946410574231;0.0251571253783;[26, 12];1.0;0.2597122058272362
0.139056617627;0.0122681097164;[102, 18, 11];0.8;0.259269792586565
0.216488351547;0.00674580210761;[131, 6, 6];0.9;0.2588420229032636
0.138192451559;0.242271495135;[111, 11, 10];0.8;0.25441971626132726
0.0226506898565;0.352634636781;[81, 58, 27];0.7;0.2529411852359772
0.134676191159;0.0071757213597;[7, 5, 4];0.5;0.24768952429294586
0.106201864328;0.104726943834;[13, 5, 5];0.6;0.2440000057220459
0.418496608053;0.00558709053302;[103, 27];0.9;0.24344651
0.329318181333;0.180902118976;[131, 105];1.0;0.23889590110629796
0.538424069553;0.0077603388238;[76, 26, 22];1.0;0.23460276
0.0225842206524;0.234890733163;[39, 21];0.9;0.22936285
0.138601743215;0.00694586123022;[112, 91, 26];0.8;0.22927865
0.129176038982;0.0104794711462;[4, 4];0.6;0.22527845
0.288144095984;0.00554541032419;[68, 65];0.5;0.22013343311846256
0.0177954144195;0.158400364436;[32, 32];1.0;0.21772556
0.166276750529;0.0072395669405;[28, 19, 16];0.5;0.21749552
0.110400406179;0.329985865265;[25, 23];1.0;0.20933243837207555
0.245060274446;0.0125379616603;[57, 49];1.0;0.20895138
0.0879358981782;0.231275036223;[28, 26, 12];0.9;0.2086823
0.6590137691;0.00452173999322;[103, 96, 88];0.6;0.19861234724521637
0.0718935709102;0.126571744754;[39, 6, 6];0.6;0.1972850739955902
0.0266029440744;0.159140402919;[109, 87, 25];0.9;0.18972865
0.139013621013;0.289681145163;[133, 34];0.7;0.18905002
0.629847886172;0.00320855796578;[136, 45, 45];0.7;0.18365047881379723
0.211418348292;0.00337759142262;[22, 8];1.0;0.16822493597865104
0.053008145228;0.0157370130692;[126, 38];0.9;0.16199782
0.00873386036848;0.39190929123;[89, 23, 16];1.0;0.1598469
0.0181700518181;0.222900894247;[15, 5, 5];0.8;0.15906242
0.132825859197;0.00414212141724;[6, 5];1.0;0.15755917
0.124929068116;0.343806802354;[48, 19, 16];0.6;0.15095381
0.739975691385;0.0676801603648;[100, 9, 9];0.5;0.14949496388435363
0.612004294051;0.0328047331243;[124, 53, 10];0.8;0.14949496388435363
0.0319024724838;0.10243139128;[126, 29, 25];0.9;0.14818779
0.530491490672;0.00358013644022;[139, 86, 72];0.9;0.13753703
0.0367707623646;0.0358979400415;[14, 13, 11];0.9;0.1361701801419258
0.102087301549;0.00826639140898;[131, 33];1.0;0.13314238
0.410230793298;0.275097094173;[117, 54, 26];0.9;0.13262323029339312
0.702830409769;0.11389360312;[7, 6];0.6;0.13257147
0.04231656964;0.00619934035052;[5, 5, 4];0.9;0.12724437844008207
0.0271553296834;0.0908034217184;[10, 9, 6];0.6;0.12711364
0.115470268596;0.00377835921176;[44, 20, 14];1.0;0.12580606
0.264003468918;0.00594992013683;[28, 18, 7];1.0;0.12559559494256972
0.0596753522493;0.399478284958;[47, 26, 22];0.9;0.12248612940311432
0.0424932021867;0.298947476769;[62, 49, 10];1.0;0.11764705181121826
0.62870921417;0.089858544162;[45, 22, 16];0.7;0.11485150437802076
0.00876484970794;0.655683291739;[59, 19, 4];0.8;0.11247206
0.035817022658;0.0798435573024;[41, 9, 5];0.8;0.1059588220436126
0.0991706614523;0.0240718322398;[136, 129, 101];1.0;0.10287855
0.777022928814;0.0584709569349;[16, 12, 11];0.5;0.09526142366230488
0.0239362316724;0.0465816032982;[38, 33, 19];0.8;0.0948163
0.0545080261277;0.222316738063;[78, 30];0.5;0.0930232584476471
0.0685716838423;0.0112292691679;[43, 26];1.0;0.09233648
0.0205514450575;0.0732438054267;[37, 16];0.8;0.08787535
0.12855022773;0.00702236117311;[26, 18];1.0;0.08514854125678539
0.0973645052992;0.0078901352422;[46, 28];0.5;0.07874484
0.0135338377032;0.966195584897;[90, 66];1.0;0.07142857313156128
0.00654928417747;0.701123416945;[131, 42];0.9;0.07034983
0.0374754575556;0.164548038873;[6, 6, 6];0.8;0.06831646244972944
0.0826652719772;0.00979122207394;[45, 25, 15];0.7;0.06643369
0.158022163463;0.00398927529158;[87, 70, 58];0.7;0.06623997
0.726822106427;0.032433503809;[85, 43, 36];1.0;0.06558673568069935
0.64021692644;0.0931880615279;[132, 72, 63];0.7;0.0654539929702878
0.0779528139189;0.258626320971;[63, 14];0.8;0.06380419917404652
0.0345864348865;0.0611323476562;[108, 46, 41];1.0;0.060962666
0.00688818318253;0.408275497656;[37, 9];0.6;0.058907367
0.00620451521261;0.386165087428;[38, 31];1.0;0.05853043366223574
0.105769462867;0.00821983347209;[43, 31];0.5;0.05699887759983539
0.0442047644487;0.00675533527023;[69, 11, 8];1.0;0.054439448
0.00325088474093;0.0665339128329;[81, 73];1.0;0.05346279470250011
0.00848258320955;0.734849779542;[52, 8];1.0;0.05033626
0.0104025183981;0.0104955285601;[114, 25];0.8;0.050037265
0.0754111315171;0.390840580315;[106, 91, 71];0.7;0.04988841898739338
0.119943987909;0.00816485547762;[21, 15];0.6;0.04490397949703038
0.00643527521613;0.692406526842;[111, 26];0.5;0.04470299258828163
0.0986759317722;0.0135527519517;[26, 12];0.6;0.041102126
0.0153695728507;0.132561814542;[115, 56];1.0;0.038597222
0.0136904252185;0.260342787793;[97, 25, 15];0.6;0.03753283
0.0224868149124;0.0539890574923;[38, 30, 10];0.7;0.03752163
0.120280406024;0.00401130549904;[111, 103, 36];0.6;0.036938798
0.0195392905371;0.045854823841;[35, 33, 17];0.8;0.03616500422358513
0.571305917563;0.186762533792;[53, 44, 35];1.0;0.03554834
0.0321150515809;0.0323498420758;[73, 37];0.6;0.035417207
0.0291135044792;0.0344538297363;[19, 15];0.8;0.033864923
0.010041619953;0.014255718247;[125, 10, 8];0.6;0.032579552
0.02020477102;0.0182597727694;[15, 8];0.6;0.030972471
0.0101744269428;0.275907535566;[118, 20, 14];0.5;0.030383324
0.0499533436678;0.0479453298785;[108, 64, 49];0.7;0.02883391
0.124621510398;0.00428317696413;[107, 72];0.7;0.028683037
0.00376158038979;0.842525186313;[67, 13, 6];0.7;0.028455815091729165
0.00592996139185;0.889312726377;[116, 59, 40];0.7;0.028220112
0.0548013356385;0.0408137171375;[101, 15, 6];0.7;0.027877543494105338
0.0469631676709;0.0164520644236;[108, 87];0.7;0.026466375
0.0222766112635;0.162332177193;[61, 32];0.6;0.026220918
0.032305711017;0.0279478099019;[97, 20, 16];0.5;0.026130069
0.0032913095482;0.113290130188;[122, 28, 4];1.0;0.026104525
0.0172894994166;0.114817474834;[124, 65];0.8;0.025795098
0.0335473645499;0.0729698707883;[105, 60];0.6;0.025634045
0.0506040576967;0.0100703287118;[41, 37];0.9;0.025284281
0.01160577772;0.0192677871556;[40, 4, 4];0.6;0.024849454
0.0101652537039;0.0162165694233;[79, 15];0.7;0.024535527173429727
0.0900629536146;0.00332603071835;[23, 4, 4];0.8;0.024436329
0.00321498931726;0.990691261354;[46, 35];0.9;0.024341859
0.0333970305326;0.00397564496171;[74, 24, 11];0.5;0.023772692
0.00349536528823;0.00558908674668;[120, 94];1.0;0.023706768
0.00324845448007;0.17925673155;[131, 110];0.9;0.023000685
0.00699468030363;0.00760754903394;[56, 39];0.7;0.022418734
0.0171899613571;0.0750849865134;[61, 51];0.5;0.022395194
0.00372425293243;0.0201768643461;[63, 53, 43];1.0;0.022307627
0.0822997990032;0.0176757189807;[61, 25];0.6;0.022298079
0.0168015620725;0.00735624346304;[59, 28, 22];0.5;0.021950366
0.00896426547307;0.242590536341;[21, 10, 8];0.7;0.021682993
0.0202347278854;0.0137736633686;[22, 18];0.6;0.021109676
0.0133032715463;0.191585926862;[66, 56, 24];0.5;0.02046363353729248
0.00434317057273;0.188637161197;[79, 70, 9];0.5;0.020248916
0.0260790273317;0.0590936793507;[35, 24];0.8;0.020102644
0.0140693780585;0.0193883774604;[28, 11];0.6;0.019249339
0.00563794493168;0.0059293829485;[49, 14];0.5;0.018820656
0.00640902358531;0.179966640771;[25, 22, 14];0.8;0.018300945
0.00797205663051;0.0490945776583;[102, 99];0.8;0.018041492
0.0143651797302;0.0198356929911;[15, 6, 6];0.7;0.017950918636051937
0.00603351588076;0.0097912435867;[140, 103, 89];1.0;0.017941063
0.0105679016129;0.0335141189582;[135, 106];1.0;0.017924799
0.00518127238228;0.136578105295;[69, 65, 25];0.5;0.017269148
0.628558893799;0.252336015156;[41, 41];0.7;0.016962485
0.00429236090177;0.180878504044;[80, 30, 14];1.0;0.016492289
0.00416139364741;0.624925558007;[61, 4];0.5;0.01637279
0.0162535661821;0.211116272641;[60, 36, 4];0.8;0.016288077
0.0708587199063;0.0093169898527;[124, 92, 92];0.6;0.01600168
0.00885607510472;0.0223810854768;[11, 4];0.6;0.01564243119210005
0.0857505682182;0.00330109590105;[82, 45, 25];0.6;0.015638523
0.0383521931303;0.043406412579;[60, 33];0.8;0.014869532
0.00451647373939;0.0689838349639;[103, 88, 68];0.5;0.014807358
0.00485989922183;0.0171712417183;[135, 106, 27];0.5;0.0146443155
0.0069857870271;0.033280301958;[106, 85, 8];0.6;0.014604424219578504
0.0176321319774;0.00816361269384;[123, 52];0.9;0.014566365
0.0047906219475;0.0133849472494;[65, 50];0.6;0.014558109
0.0508944702785;0.00894843761641;[135, 135, 52];0.5;0.014438301
0.00393720230831;0.0684865869219;[128, 15];0.6;0.014303207
0.00862858596145;0.174781566291;[67, 26];0.9;0.01369951143860817
0.0121779329461;0.0327196156716;[24, 13];0.9;0.013436593487858773
0.0119632020593;0.0453749227973;[107, 93, 86];1.0;0.01341398200020194
0.0401212521405;0.0166212384167;[90, 36];0.5;0.013393106
0.00451782335626;0.0111442445292;[68, 29, 29];0.7;0.013214270025491715
0.0210510018777;0.00647349724921;[54, 36];0.6;0.013169776
0.0252597000034;0.0100342051896;[28, 17];0.6;0.012940571
0.0248428942153;0.0124238817369;[62, 31];1.0;0.012121146
0.00913545347071;0.070996710334;[121, 6];1.0;0.012086208
0.0238220492683;0.00554865475803;[75, 69, 48];0.7;0.012072606943547726
0.0045554010619;0.52961470186;[4, 4];0.8;0.01202530637383461
0.00523112153569;0.0610656713349;[53, 10];0.5;0.011987818
0.00395726300906;0.0809016058548;[42, 21];1.0;0.0117029995
0.00772108170639;0.0299895916947;[131, 14];0.6;0.011697012
0.095322090682;0.0250254271084;[111, 78, 22];1.0;0.011630095
0.0499975152658;0.0212714329233;[131, 89, 79];0.8;0.01162746287882328
0.0483554820516;0.00400188917428;[108, 62, 51];1.0;0.011602998
0.0154150386899;0.122240089786;[52, 52];0.6;0.011180184
0.0121609578146;0.00407610704603;[137, 72, 53];0.9;0.010966189
0.00754913925047;0.0169457668661;[27, 8, 4];0.9;0.010851622
0.0139330582596;0.0420916704689;[118, 99, 30];1.0;0.010753555
0.966532011447;0.296289991298;[115, 46, 28];1.0;0.010605814
0.773459198662;0.127439668231;[57, 20, 5];0.9;0.010605814
0.0735502879329;0.759414592704;[59, 5, 5];0.6;0.010605814
0.811680960677;0.36545327984;[91, 24, 21];0.9;0.010605814
0.785024594571;0.469180735692;[7, 4, 4];0.8;0.010605814
0.120741218928;0.637966477987;[99, 76];0.5;0.010605814
0.112898764052;0.458693908202;[55, 50];0.6;0.010605814
0.0341021521522;0.856043985918;[96, 10];1.0;0.010605814
0.556817615814;0.277424288601;[4, 4, 4];1.0;0.010605814
0.0866653220864;0.773342362402;[35, 25];1.0;0.010605814
0.126167705052;0.701176719473;[56, 30, 5];0.6;0.010605814
0.079371421682;0.587498599948;[100, 57, 42];0.6;0.010605814
0.255853475879;0.494753193022;[55, 5, 4];0.7;0.010605814
0.582612424785;0.211363219949;[63, 57, 8];0.8;0.010605814
0.146070796354;0.250570818959;[96, 25, 19];0.6;0.010605814
0.0770120385346;0.350792499762;[18, 11, 9];0.7;0.010605814
0.262933695174;0.419590958028;[25, 5, 4];1.0;0.010605814
0.0530270575307;0.631295711371;[99, 76];0.5;0.010605814
0.131462747646;0.529157844298;[47, 45, 27];0.7;0.010605814
0.113596772275;0.382899690614;[6, 4];0.5;0.010605814
0.118550922268;0.395463480159;[4, 4, 4];1.0;0.010605814
0.280147655277;0.603350131069;[80, 60];0.5;0.010605814
0.0368159226359;0.425558502866;[18, 12];0.6;0.010605814
0.0921327037888;0.76441929838;[10, 5, 4];0.6;0.010605814
0.185087258125;0.143056758213;[5, 4, 4];0.5;0.010605814
0.57102084226;0.583595418054;[94, 39, 16];0.5;0.010605814
0.890292833692;0.252148729319;[84, 83, 39];0.5;0.010605814
0.432525126816;0.392087103289;[113, 49];0.9;0.010605814
0.0341262450673;0.75984027293;[71, 41, 29];0.6;0.010605814
0.912996251547;0.495939026673;[96, 25, 8];0.8;0.010605814
0.180094538813;0.867267175696;[54, 19, 4];0.5;0.010605814
0.0197304537638;0.0681060250707;[78, 26, 14];0.7;0.010539925
0.0270973036571;0.0298968983641;[31, 5];1.0;0.010332828
0.0132226048622;0.1176013488;[11, 9];0.5;0.010222396
0.0321056921433;0.0220074500235;[54, 19];0.9;0.010165535
0.0160660292284;0.0145205117877;[60, 52, 37];0.9;0.010100882
0.00642426030126;0.00446255964041;[73, 37, 35];0.7;0.010069853
0.00334013210247;0.234240995386;[135, 68];1.0;0.009974691
0.00364767034093;0.295835119029;[94, 16, 12];0.5;0.009701393
0.0113886738325;0.0249583954397;[134, 53, 30];1.0;0.009614284
0.00526272614465;0.00319212802215;[81, 58, 29];0.5;0.009360751
0.00728754429631;0.00355821223653;[116, 73];0.6;0.009357174835167825
0.00346873052498;0.046252588456;[129, 29, 19];0.9;0.00898934192955494
0.0115686196511;0.0182673027561;[23, 11];0.5;0.008927651587873698
0.0109876724693;0.00369422328232;[114, 99, 86];0.5;0.008768395
0.0044850445504;0.0495577682013;[71, 35, 19];0.6;0.008612734
0.0053831029489;0.00579167260534;[8, 4];0.8;0.00845719063654542
0.00681665446747;0.0121675865762;[126, 43, 6];0.7;0.008396605
0.0691997965775;0.0108843154189;[52, 50, 35];0.9;0.008364416286349296
0.0114991480064;0.0654348474941;[36, 32];0.9;0.008210079930722713
0.0159263245408;0.122239078609;[93, 46];0.6;0.008174652326852083
0.00379349428497;0.778227699139;[71, 26, 13];0.5;0.007895411
0.00492761657259;0.0588667423705;[36, 22];1.0;0.0075063141994178295
0.00383275937572;0.153059805403;[49, 6];0.6;0.006786729767918586
0.014787119376;0.016961708471;[111, 101];0.7;0.006750022992491722
0.00462910617004;0.0125272726731;[52, 35];1.0;0.006694955565035343
0.0999701687728;0.162795249458;[111, 28, 8];0.5;0.006630461104214192
0.00508410303946;0.0138452366921;[49, 38];0.6;0.0064731142
0.00320634747753;0.00408327919517;[27, 26, 25];1.0;0.006463740882463753
0.80834495926;0.0843408296715;[137, 9];0.6;0.006372528150677681
0.0143375116103;0.879787964054;[86, 16, 14];0.7;0.005845451168715954
0.0101437374416;0.673435596905;[17, 14, 4];0.8;0.004980744421482086
0.0107572896693;0.0102172393248;[65, 34];0.6;0.004152670316398144
0.00600959662837;0.00861334035558;[96, 49];1.0;0.00258912033168599
0.0251984047088;0.553002422804;[88, 31];0.9;0.0022512149065732957
0.0297080280497;0.608077991743;[132, 96];0.7;0.0017241379246115685
0.0292364807551;0.286130067163;[26, 16, 7];0.6;0.0

